title,price,model_year,odo,aminities,specs,number_of_seats,drive_type,number_of_cylinders,body_type,transmission_type,fuel_type,rim_size,first_owner,accidents_(not_verified),currently_financed?,seller_nationality,no._of_keys,roof_type,color,service_history,warranty,service_contract
Ford Bronco WildTrak 2.7L TC V6,"
SAR 260,000 ",2021 ,"2,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', '360 Degree Camera, rear view camera 360 view', 'dynamic radar cruise control', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'lane departure alert lane watch lane departure warning', 'Pre crash system pre crash safety system', 'LED Headlights', 'Emergency braking assist']",GCC Specs,4,4WD,6,SUV,Automatic,Petrol,17,Yes,No,No,United Kingdom,2,Convertible Roof,Grey,Yes In Agency,"Till May-2027 or 100,000 KM","Till May-2025 or 60,000 KM"
Jeep Grand Cherokee 3.6L V6,"
SAR 162,000 ",2019 ,"66,500 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'Powered back door', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'Pre crash system pre crash safety system', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC Specs,5,4WD,6,SUV,Automatic,Petrol,18,Yes,No,Yes,Egypt,2,Panoramic Roof,Grey,Yes In Agency,"Till Nov-2024 or 100,000 KM","Till Nov-2024 or 100,000 KM"
Nissan Patrol LE 5.6L V8,"
SAR 126,500 ",2017 ,"156,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'rear entertainment rear seat entertainment seatback video screens', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'Power Lumbar', 'fog lamps fogdriving lights projector fog lamps']",GCC Specs,7,4WD,8,SUV,Automatic,Petrol,18,Yes,No,No,United Arab Emirates,2,Sun Roof,White,Yes In Agency,Third party Warranty,
Infiniti QX50 3.7L V6,"
SAR 99,000 ",2018 ,"47,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', '360 Degree Camera, rear view camera 360 view', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'Power Lumbar', 'fog lamps fogdriving lights projector fog lamps']",GCC Specs,5,AWD,6,SUV,Automatic,Petrol,19,,No,No,India,2,Sun Roof,Burgundy,Yes in Garage,,
GMC Sierra 5.3L V8 AT4,"
SAR 143,500 ",2020 ,"33,400 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'Ambient LED interior lighting', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'lane departure alert lane watch lane departure warning', 'Pre crash system pre crash safety system', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps']",GCC Specs,2,4WD,8,Pick-up,Automatic,Petrol,18,Yes,No,Yes,United Arab Emirates,2,,,Yes In Agency,Till May-2025,
Lexus RX350 3.5L V6,"
SAR 153,000 ",2019 ,"56,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'Powered back door', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps']",GCC Specs,5,4WD,6,SUV,Automatic,Petrol,18,,No,No,United Arab Emirates,2,Sun Roof,Black,Yes in Garage,,
Ford Edge 3.5L V6 ,"
SAR 50,000 ",2017 ,"150,000 KM","['Cruise Control', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'Bluetooth', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry']",GCC Specs,5,AWD,6,SUV,Automatic,Petrol,18,,No,No,Philippines,2,,Black,Yes in Garage,,
Range Rover Velar 3.0L V6,"
SAR 267,000 ",2018 ,"56,000 KM","['Graphical Head Up Display', 'front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', '360 Degree Camera, rear view camera 360 view', 'dynamic radar cruise control', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Ambient LED interior lighting', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'Electric Running Board', 'Powered back door', 'Massage Seats', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'lane departure alert lane watch lane departure warning', 'Pre crash system pre crash safety system', 'LED Headlights', 'Emergency braking assist']",GCC Specs,5,AWD,6,SUV,Automatic,Petrol,22,,No,Yes,Pakistan,2,Panoramic Roof,,Yes In Agency,Till Mar-2023,"Till Jun-2023 or 100,000 KM"
Honda Accord 2.0L TC I4,"
SAR 85,000 ",2018 ,"75,600 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'Power Lumbar', 'lane departure alert lane watch lane departure warning', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",Canadian Specs,5,2WD,4,Sedan,Automatic,Petrol,19,,No,No,Afghanistan,1,Sun Roof,,,,
Lexus IS300 2.0L I4,"
SAR 78,000 ",2018 ,"37,903 Miles","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'lane departure alert lane watch lane departure warning']",American Specs,5,2WD,4,Sedan,Automatic,Petrol,18,,1 accident,No,United Arab Emirates,1,Sun Roof,Grey,Yes in Garage,,
Mercedes GLE450 3.0L V6,"
SAR 308,000 ",2020 ,"40,900 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', '360 Degree Camera, rear view camera 360 view', 'Automated Parking', 'dynamic radar cruise control', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'Ambient LED interior lighting', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'Powered back door', 'Massage Seats', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'lane departure alert lane watch lane departure warning', 'Pre crash system pre crash safety system', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC Specs,7,AWD,6,SUV,Automatic,Petrol,20,Yes,No,No,Sudan,2,Panoramic Roof,White,Yes In Agency,Till Jun-2023,
Audi S3 2.0L TC I4,"
SAR 144,500 ",2017 ,"89,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Power foldable mirrors', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'Pre crash system pre crash safety system', 'LED Headlights', 'Emergency braking assist']",GCC Specs,5,AWD,4,Sedan,Automatic,Petrol,18,Yes,No,No,India,2,Sun Roof,Blue,Yes in Garage,Third party Warranty,
Audi Q7 3.0L V6,"
SAR 230,000 ",2019 ,"87,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', '360 Degree Camera, rear view camera 360 view', 'Automated Parking', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Ambient LED interior lighting', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'Easy closer doors', 'Powered back door', 'Massage Seats', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'lane departure alert lane watch lane departure warning', 'Pre crash system pre crash safety system', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC Specs,5,AWD,6,SUV,Automatic,Petrol,22,Yes,No,Yes,United Arab Emirates,2,Panoramic Roof,White,Yes In Agency,Till Sep-2024,"Till Sep-2024 or 100,500 KM"
Toyota Land Cruiser GXR 4.0L V6,"
SAR 242,000 ",2020 ,"9,500 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Power foldable mirrors', 'Powered back door', 'Power Lumbar', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps']",GCC Specs,8,4WD,6,SUV,Automatic,Petrol,20,Yes,No,Yes,Sudan,2,Sun Roof,White,Yes In Agency,Till May-2023,Till May-2023
Ford F150 5.0L V8,"
SAR 95,000 ",2018 ,"90,000 Miles","['Cruise Control', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'premium sound premium audio premium audio system', 'fog lamps fogdriving lights projector fog lamps']",American Specs,5,4WD,8,Pick-up,Automatic,Petrol,20,,No,No,United Arab Emirates,2,,,,,
GMC Acadia 3.6L V6,"
SAR 131,500 ",2021 ,"23,300 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'dynamic radar cruise control', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Powered back door', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'lane departure alert lane watch lane departure warning', 'Pre crash system pre crash safety system', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC Specs,7,AWD,6,SUV,Automatic,Petrol,17,Yes,No,Yes,Lebanon,2,,Black,Yes In Agency,Till Apr-2026,"Till Apr-2026 or 100,000 KM"
BMW 750 Li 4.4L Twin Turbo V8,"
SAR 240,000 ",2018 ,"64,800 KM","['Graphical Head Up Display', 'front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', '360 Degree Camera, rear view camera 360 view', 'Automated Parking', 'dynamic radar cruise control', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'rear entertainment rear seat entertainment seatback video screens', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'Ambient LED interior lighting', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'Easy closer doors', 'Powered back door', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'lane departure alert lane watch lane departure warning', 'Pre crash system pre crash safety system', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps', 'Emergency braking assist']",GCC Specs,5,AWD,8,Sedan,Automatic,Petrol,,Yes,No,No,United Arab Emirates,2,Panoramic Roof,Grey,Yes In Agency,Till Jul-2026,Till Jul-2026
MG RX8 2.0L TC I4,"
SAR 86,500 ",2020 ,"59,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'dynamic radar cruise control', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Power foldable mirrors', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'fog lamps fogdriving lights projector fog lamps']",GCC Specs,7,4WD,4,SUV,Automatic,Petrol,20,Yes,1 accident,No,India,2,Panoramic Roof,Brown,Yes In Agency,"Till Jan-2026 or 200,000 KM",
BMW 318 1.5TC I 3,"
SAR 72,000 ",2018 ,"160,000 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Power foldable mirrors', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps']",GCC Specs,5,2WD,3,Sedan,Automatic,Petrol,16,Yes,No,No,Syria,2,,Black,Yes In Agency,"Till Dec-2022 or 200,000 KM","Till Dec-2022 or 200,000 KM"
Porsche 718 Cayman 2.5 TC,"
SAR 250,000 ",2018 ,"43,656 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'Bluetooth', 'Leather Seats', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'LED Headlights']",GCC Specs,2,2WD,4,Coupe,Automatic,Petrol,18,Yes,No,No,India,2,,Yellow,Yes in Garage,,
Audi A8 3.0L V6 55 TFSi,"
SAR 230,500 ",2019 ,"89,500 KM","['Graphical Head Up Display', 'front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', '360 Degree Camera, rear view camera 360 view', 'Automated Parking', 'dynamic radar cruise control', 'Driver display', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Apple Car Play  Google Android Auto', 'rear entertainment rear seat entertainment seatback video screens', 'premium sound premium audio premium audio system', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Ambient LED interior lighting', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'Easy closer doors', 'Powered back door', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'Power Lumbar', 'blind spot & cross path alert blind spot & cross path detection blind spot alert blind spot assistance blind spot information Blind Spot Information System blind spot monitoring with rear cross-path detection blind spot sensor', 'lane departure alert lane watch lane departure warning', 'Pre crash system pre crash safety system', 'LED Headlights', 'Emergency braking assist']",GCC Specs,5,AWD,6,Sedan,Automatic,Petrol,18,Yes,No,Yes,Canada,2,Panoramic Roof,Black,Yes In Agency,,
Jeep Grand Cherokee 3.6L V6 ,"
SAR 115,000 ",2017 ,"80,800 KM","['front & rear park sensors front parking sensor park assist front and rear rear park sensor', 'Cruise Control', 'gps navigation gps system navigation', 'Camera Rear Parking Camera Rear view camera Reverse camera', 'audio controls on steering wheel remote control buttons in steering wheel steering audio control steering control switches steering wheel audio controls steering wheel switches', 'Paddle shift', 'auto dim rear view mirror auto dimming rear view mirror auto dimming rear view system dimming rear view mirror', 'Bluetooth', 'Leather Seats', 'Engine start/stop button Keyless Go keyless start push start push start button Smart entry & start system smart entry with push button', 'Remote engine starter', 'keyless keyless access system Keyless Entry and Drive keyless entry system remote keyless entry Remote Proximity Keyless Entry smart keyless entry', 'Driver power seat electric seats front power seats front seats powered Power Driver Seat Power Passenger Seat', 'Driver Seat with Memory memory function seat memory', 'Power foldable mirrors', 'cooled front seats cooled seats front ventilated cooling seats heated front seats heated rear seats heated seats ventilated front seats ventilated seats', 'Power Lumbar', 'LED Headlights', 'fog lamps fogdriving lights projector fog lamps']",GCC Specs,5,4WD,6,SUV,Automatic,Petrol,18,,No,No,India,2,Panoramic Roof,Red,Yes In Agency,,
