Amenities,Bedrooms,Bathrooms,Area (m²),Furnished,Level,Ad Type,Type,Payment Option,price,title,location,Compound
"Security,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,96,,3,For Sale,Apartment,Cash,"585,000 EGP",شقة بشروق النادى الاهلي م. نصر 96 م تشطيب ...,Nasr City,
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Security,Natural Gas,Landline,Elevator",3,2,210,Yes,6,For Sale,Apartment,Cash,"2,100,000 EGP",شقة للبيع ش نبيل الوقاد,Maadi,
"Built in Kitchen Appliances,Private Garden,Electricity Meter,Water Meter",2,1,90,Yes,Ground,For Sale,Apartment,Cash,"1,550,000 EGP",لى أصحاب التميز فى مدينتى,New Cairo - El Tagamoa,Madinaty
,2,1,90,Yes,8,For Sale,Apartment,Cash,"600,000 EGP",شقة للبيع بالفرش او بدون هاي سوبر لوكس اول...,Helmeyat El Zaytoun,VGK
,2,2,135,Yes,5,For Sale,Apartment,Cash,"920,000 EGPnegotiable",شقه متكامله ومجهزه بالكامل,Nasr City,
,3,2,130,,9,For Sale,Apartment,Cash,"365,000 EGPnegotiable",شقه للبيع بمدينه قباء جسر السويس,Salam City,
"Balcony,Security,Covered Parking,Pets Allowed,Pool",3,3,215,No,2,For Sale,Apartment,Cash,"3,400,000 EGP",Lake View Residences - Apartment 215 m Pri...,New Cairo - El Tagamoa,Lake view Residence
"Private Garden,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,80,,Ground,For Sale,Apartment,Cash,"350,000 EGPnegotiable",شقة للبيع بمدينة بدر متشطبة بسعر مميز ٨٠ م...,Badr City,
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Covered Parking,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,84,Yes,Ground,For Sale,Apartment,Cash,"1,100,000 EGPnegotiable",شقه ارضي بدون جاردن 84م مع الفرش للبيع في ...,Rehab City,
,2,2,110,No,3,For Sale,Apartment,Cash,"650,000 EGP",شقة للبيع,Obour City,
"Balcony,Built in Kitchen Appliances,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,163,Yes,1,For Sale,Apartment,Cash,"2,500,000 EGP",ارقى شقه فى مدينتى,New Cairo - El Tagamoa,Madinaty
"Elevator,Water Meter,Electricity Meter,Pets Allowed,Covered Parking,Balcony",3,1,115,No,1,For Sale,Apartment,Cash,"7,500 EGP",شقة بالتجمع الخامس للبيع,New Cairo - El Tagamoa,
,2,1,95,No,9,For Sale,Apartment,Cash,"350,000 EGPnegotiable",شقه 95م للتمليك شارع اسماعيل عليش بجوار مت...,Ain Shams,
,3,3,180,No,2,For Sale,Apartment,Cash,"1,000,000 EGP",شقه للبيع في العبور بجوار مسجد الروضة,Obour City,
"Balcony,Built in Kitchen Appliances,Covered Parking,Maids Room,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,175,No,Ground,For Sale,Apartment,Cash,"2,400,000 EGPnegotiable",للبيع شقة ارضي بجنينةم157+60م حديقة بمدينت...,Madinaty,Madinaty
"Balcony,Private Garden",4,2,175,No,3,For Sale,Apartment,Cash,"750,000 EGP",شقة لقطة للبيع المساحة الكبيرة مجاورة ٨ دو...,15 May City,VGK
,3,1,110,,3,For Sale,Apartment,Cash,"1,600,000 EGP",للبيع والتنازل في قلب شبرا مصر,Shubra,
,2,1,57,No,Ground,For Sale,Apartment,Cash,"165,000 EGP",شقه للبيع -بمدينه15مايو- بمجاوره 32 استثما...,15 May City,
"Built in Kitchen Appliances,Central A/C & heating,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,136,No,Ground,For Sale,Apartment,Cash,"2,000,000 EGP",شقه ارضي بدون جاردن 136م سوبر لوكس شامل ال...,Rehab City,
"Security,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,96,Yes,Ground,For Sale,Apartment,Cash,"750,000 EGP",عمارات ضباط زهراء مدينة نصر 96 متر,Nasr City,
"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,90,No,4,For Sale,Apartment,Cash,"1,350,000 EGP",شقة 90م فيو مميز علي حديقة كبيرة للتمليك ب...,Rehab City,
,3,2,172,No,1,For Sale,Apartment,Cash,"1,850,000 EGP",شقه للبيع,Madinaty,
"Covered Parking,Pool,Elevator,Security,Balcony",3,3,152,,2,For Sale,Apartment,Cash,"1,800,000 EGP",Appartment,New Cairo - El Tagamoa,Smart Life
"Balcony,Covered Parking,Electricity Meter",3,2,150,No,1,For Sale,Apartment,Cash,"1,100,000 EGP",شقة 150م ناصية ممر فيو جنينه بالجراج لوتس ...,New Cairo - El Tagamoa,
"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,215,No,1,For Sale,Apartment,Cash,"1,800,000 EGP",شقه لقطه للبيع بفيلات الياسمين الزوجي فيو ...,New Cairo - El Tagamoa,
"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas",3,3,155,No,1,For Sale,Apartment,Cash,"2,200,000 EGP",شقة 155م بمدينة الرحاب بموقع وفيو مميز جدا...,Rehab City,
"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Natural Gas,Landline",3,2,135,,2,For Sale,Apartment,Cash,"2,050,000 EGPnegotiable",شقة للبيع بمدينة الرحاب ڤيو جاردن واتجاه ب...,Rehab City,
"Balcony,Covered Parking,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,211,No,Ground,For Sale,Apartment,Cash,"2,250,000 EGPnegotiable",للبيع بمدينتي شقة 189م +60م ارضي بجنينة بأ...,Madinaty,Madinaty
"Water Meter,Elevator",3,2,190,No,7,For Sale,Apartment,Cash,"1,650,000 EGP",شقة للبيع مباشرة من المالك متفرع من شارع ع...,Nasr City,
"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,90,No,1,For Sale,Apartment,Cash,"1,350,000 EGP",شقه 90م تشطيب الترا سوبر لوكس شامل المطبخ ...,Rehab City,
Built in Kitchen Appliances,3,2,220,No,3,For Sale,Apartment,Cash,"1,225 EGP",روف بحري حديقه بالبنفسج 12,New Cairo - El Tagamoa,
,2,2,140,No,2,For Sale,Apartment,Cash,"2,150,000 EGP",Mountain View Hyde Park Apartment 140m Ful...,New Cairo - El Tagamoa,Mountain View Hyde Park
"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,99,No,1,For Sale,Apartment,Cash,"650,000 EGP",للتمليك بالرحاب بدون أوفر شقة 99م بالطابق ...,Rehab City,
"Balcony,Security,Pets Allowed,Water Meter,Natural Gas,Landline,Elevator",3,3,180,No,9,For Sale,Apartment,Cash,"500,000 EGP",للبيع شقة لقطة في مدينة نصر شارع الزهور بج...,Nasr City,
"Balcony,Electricity Meter,Water Meter,Natural Gas",2,1,65,No,8,For Sale,Apartment,Cash,"350,000 EGP",شقه بشارع راتب شبرا مصر,Shubra,
"Balcony,Security,Elevator",3,3,198,No,2,For Sale,Apartment,Cash,"2,450,000 EGPnegotiable","للجادين شقة ب كمبوند "" زايد ديونز """,Downtown Cairo,Zayed Dunes
Balcony,2,1,63,No,4,For Sale,Apartment,Cash,"275,000 EGP",شقة 63 متر سوبر هاي لوكس,Obour City,
,3,2,190,,2,For Sale,Apartment,Cash,"1,550,000 EGP",شقه للبيع 190م بالخليفه المأمون بحرى ناصيه,Heliopolis,
,2,1,70,No,4,For Sale,Apartment,Cash,"250,000 EGP",شقه للبيع,Salam City,
"Security,Electricity Meter,Natural Gas,Elevator",3,2,170,No,8,For Sale,Apartment,Cash,"1,000,000 EGP",شقة للبيع,Maadi,
,3,3,270,,10+,For Sale,Apartment,Cash,"1,450,000 EGPnegotiable",شقه بمصر و السودان عماره فودافون ٢٧٠ صافي،...,Hadayek al-Kobba,
"Balcony,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,90,No,1,For Sale,Apartment,Cash,"1,300,000 EGPnegotiable",شقه 90م متكرر الرحاب 1 القاهره الجديده,New Cairo - El Tagamoa,
"Balcony,Built in Kitchen Appliances,Covered Parking,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter",3,3,205,Yes,Ground,For Sale,Apartment,Cash,"2,150,000 EGP",شقة ف كومباوند تيجان 1 المعادي للبيع او ال...,Zahraa Al Maadi,Tijan
"Balcony,Security",2,1,106,Yes,1,For Sale,Apartment,Cash,"1,500,000 EGP",شقة للبيع بمدينتي مجموعة ١٢ البي ١ مساحة ١...,Madinaty,Madinaty
"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,170,No,3,For Sale,Apartment,Cash,"2,350,000 EGPnegotiable",شقه للبيع فى كمبوند فاميلى سيتى التجمع الخ...,New Cairo - El Tagamoa,Family City
"Balcony,Maids Room,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,210,No,2,For Sale,Apartment,Cash,"3,900,000 EGP",شقه 210 م متشطبه للبيع في سوديك - ايستون -...,New Cairo - El Tagamoa,Eastown
Natural Gas,2,1,65,No,3,For Sale,Apartment,Cash,"290,000 EGP",شقه للبيع بالقاهرة الجديده,New Cairo - El Tagamoa,
"Balcony,Covered Parking,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,200,No,2,For Sale,Apartment,Cash,"2,100,000 EGPnegotiable",شقه فى جنوب (أ ) بسعر لقطه,New Cairo - El Tagamoa,
"Balcony,Electricity Meter,Water Meter,Landline",3,2,160,No,2,For Sale,Apartment,Cash,"485,000 EGP",لهوات التميز مدينة بدر القاهرة,Badr City,
"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Elevator",3,3,182,No,2,For Sale,Apartment,Cash,"2,700,000 EGP",للبيع ١٨٢ متر الرحاب ٢,Rehab City,
"Balcony,Maids Room,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,210,No,2,For Sale,Apartment,Cash,"3,300,000 EGP",Apartment 210 m for sale in Eastown - شقه ...,New Cairo - El Tagamoa,Eastown
"Balcony,Electricity Meter,Natural Gas",3,1,130,No,3,For Sale,Apartment,Cash,"700,000 EGP",شقة للبيع بكوبرى القبة,Hadayek al-Kobba,
,3,2,210,No,3,For Sale,Apartment,Cash,950 EGP,2شقة بفيلا الحي الخامس,Obour City,
"Electricity Meter,Water Meter,Natural Gas",3,1,105,,2,For Sale,Apartment,Cash,"330,000 EGPnegotiable",شقه للبيع,Dar al-Salaam,
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Covered Parking,Maids Room,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,90,Yes,Ground,For Sale,Apartment,Cash,"1,300,000 EGPnegotiable",شقه ارضي بدون جاردن 90م الترا سوبر لوكس ال...,Rehab City,
"Balcony,Covered Parking,Pets Allowed,Security,Elevator",3,2,200,No,4,For Sale,Apartment,Cash,"2,500,000 EGP",للبيع في مدينتي 200م فيو وايد جاردن دور 4 ...,Madinaty,Madinaty
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,141,No,2,For Sale,Apartment,Cash,"2,150,000 EGP",fully finished - Apartment 141 m for sale ...,New Cairo - El Tagamoa,Mountain View Hyde Park
,3,1,139,No,2,For Sale,Apartment,Cash,"980,000 EGP",شقه للبيع في العبور,Obour City,
,3,2,124,No,4,For Sale,Apartment,Cash,"1,200,000 EGP",مدينتى للبيع 124متر خالصه الb6مجموه 63,Madinaty,
"Balcony,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas",4,3,245,No,Ground,For Sale,Apartment,Cash,"2,800,000 EGP",شقه ارضي بحديقه للبيع في ميد تاون التجمع ا...,New Cairo - El Tagamoa,Midtown
,3,2,175,No,Ground,For Sale,Apartment,Cash,"1,500,333 EGP",استلم شقتك فورى سوبر لوكس بالتجمع الخامس ع...,New Cairo - El Tagamoa,
Balcony,3,2,135,Yes,3,For Sale,Apartment,Cash,"900,000 EGP",للبيع شقه,Heliopolis,
"Balcony,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,160,No,2,For Sale,Apartment,Cash,"1,150,000 EGP",شقة تمليك,Helmeyat El Zaytoun,
"Balcony,Maids Room,Pets Allowed,Security,Electricity Meter,Water Meter",3,3,278,No,2,For Sale,Apartment,Cash,"4,300,000 EGP",شقة دور تانى 278 متر للبيع فى ايستاون سودي...,New Cairo - El Tagamoa,Eastown
"Balcony,Built in Kitchen Appliances,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,131,No,2,For Sale,Apartment,Cash,"2,200,000 EGPnegotiable",شقه 131م سوبر لوكس الرحاب 2 القاهرة الجديد...,New Cairo - El Tagamoa,
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Security,Electricity Meter,Water Meter,Natural Gas",3,2,130,Yes,2,For Sale,Apartment,Cash,"2,200,000 EGP",القاهرة الجديدة ، مدينة الرحاب,New Capital City,Rehab City
"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,140,No,10,For Sale,Apartment,Cash,"1,500,000 EGP",شقه للبيع بابراج الشرطه كورنيش نيل المعادى,Maadi,2020 Compound
"Balcony,Pets Allowed,Private Garden,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,200,No,Ground,For Sale,Apartment,Cash,"2,500,000 EGP",شقه أرضي بحديقه في ماونتن فيو هايد بارك 20...,New Cairo - El Tagamoa,Mountain View Hyde Park
"Balcony,Electricity Meter,Water Meter",2,1,60,No,Ground,For Sale,Apartment,Cash,"210,000 EGP",شقه لبيع 60متر الشروق جنب مستشفي الشروق ال...,Shorouk City,
"Built in Kitchen Appliances,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,100,No,2,For Sale,Apartment,Cash,"330,000 EGPnegotiable",شقة للبيع بعزبة النخل الغربية,Hadayek al-Kobba,
"Balcony,Security",3,2,156,,2,For Sale,Apartment,Cash,"3,000,000 EGP",شقة للبيع فى ميفيدا بموقع مميز Apartment S...,New Cairo - El Tagamoa,Mivida
"Electricity Meter,Natural Gas",2,1,95,No,3,For Sale,Apartment,Cash,"350,000 EGP",شقه للبيع,Ain Shams,
"Balcony,Security,Covered Parking,Natural Gas,Landline",3,1,140,No,1,For Sale,Apartment,Cash,"750,000 EGP",شقة للبيع حدائق الزيتون موقع مميز جدا,Heliopolis,
"Covered Parking,Private Garden,Electricity Meter,Water Meter,Landline",3,3,171,No,Ground,For Sale,Apartment,Cash,"1,500,000 EGP",شقه سوبر لوكس باللوتس دور ارضي للبيع,New Cairo - El Tagamoa,
,2,1,100,No,5,For Sale,Apartment,Cash,"350,000 EGP",للبيع بجوار الحي السويسري و سوق السيارات م...,Nasr City,
"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Landline,Elevator",3,3,211,No,3,For Sale,Apartment,Cash,"2,600,000 EGP",للبيع شقه 211متر فيو مجري السيل بالبي3 بمد...,Madinaty,Madinaty
,3,2,168,No,3,For Sale,Apartment,Cash,"1,200,000 EGP",بالقرب من التجمع الخامس شقه ١٦٨م,New Cairo - El Tagamoa,Asmarat Heights
"Balcony,Security",3,3,170,,1,For Sale,Apartment,Cash,"1,900,000 EGP",شقة 170 متر بموقع مميز بافضل سعر فى جاليري...,New Cairo - El Tagamoa,Galleria Moon Valley
"Balcony,Built in Kitchen Appliances,Private Garden,Central A/C & heating,Security,Covered Parking,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,3,175,No,1,For Sale,Apartment,Cash,"2,250,000 EGP",للبيع شقه ١٧٥م الفيو جاردن بسعر مغري,Madinaty,Madinaty
"Balcony,Elevator",1,1,60,No,2,For Sale,Apartment,Cash,"320,000 EGP",شقة تمليك,Helmeyat El Zaytoun,
"Balcony,Built in Kitchen Appliances,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,100,No,5,For Sale,Apartment,Cash,"350,000 EGP",للبيع ١٠٠ متر عمارات مدينة نصر للاسكان و ا...,Nasr City,
"Balcony,Security,Electricity Meter,Natural Gas,Elevator",3,2,133,No,4,For Sale,Apartment,Cash,"800,000 EGPnegotiable",الهضبة الوسطي,Mokattam,
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Maids Room,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,155,No,3,For Sale,Apartment,Cash,"2,000,000 EGP",شقه 155م تطشيب الترا سوبر لوكس الرحاب الاق...,New Cairo - El Tagamoa,
,3,1,126,No,3,For Sale,Apartment,Cash,"850,000 EGP",شقة ١٢٦ متر للبيع,Mokattam,Asmarat Heights
,3,1,110,No,5,For Sale,Apartment,Cash,"530,000 EGP",شقة للبيع تشطيب سوبر لوكس,Ezbet El Nakhl,
"Elevator,Security,Balcony",2,2,103,No,9,For Sale,Apartment,Cash,"670,000 EGPnegotiable",للبيع شقة بمعادي جاردنز,Maadi,Maadi Gardens
"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Landline,Elevator",3,2,140,No,6,For Sale,Apartment,Cash,"1,500,000 EGP",شقه 140متر فيو نارو جاردن امام اكسبشن مارك...,Madinaty,Madinaty
"Balcony,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,155,No,2,For Sale,Apartment,Cash,"2,000,000 EGP",Fully finished Apartment 155 m VGK ( Palm ...,New Cairo - El Tagamoa,VGK
"Balcony,Electricity Meter,Natural Gas",2,1,70,No,Ground,For Sale,Apartment,Cash,"460,000 EGP",شقة أمام مستشفى القاهرة الجديدة و بنك الطع...,New Cairo - El Tagamoa,
Balcony,3,1,130,No,2,For Sale,Apartment,Cash,"500,000 EGP",شقه للبيع سوبر لوكس مدينة بدر,Badr City,
"Balcony,Covered Parking",3,2,265,No,1,For Sale,Apartment,Cash,"1,450,000 EGP",شقة بفيلا بالحي الرابع مساحة 265 متر بمدين...,Shorouk City,
,2,1,120,,3,For Sale,Apartment,Cash,"1,560,000 EGP",كمبوند سراي,Heliopolis,Sarai
,2,2,174,No,2,For Sale,Apartment,Cash,"1,700,000 EGP",Village Kattameya Gardens Apartment 174m U...,New Cairo - El Tagamoa,Village Gardens Katameya
"Balcony,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,174,No,2,For Sale,Apartment,Cash,"1,700,000 EGP",Hot price - Apartment 174 m - VGK ( Palm H...,New Cairo - El Tagamoa,VGK
,4,2,180,No,3,For Sale,Apartment,Cash,"1,250,000 EGP",شقه كبيرة بالمنيرة + نصيب ربع العمارة بسعر...,Sayeda Zeinab,
"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,135,No,8,For Sale,Apartment,Cash,"1,000,000 EGP",شقة للبيع بمدينة نصر بالحى السابع امتداد ا...,Nasr City,
"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,215,No,5,For Sale,Apartment,Cash,"2,000,000 EGPnegotiable",شقه للبيع بعمارات اغخان,Shubra,
"Electricity Meter,Water Meter,Natural Gas,Elevator",1,1,93,No,4,For Sale,Apartment,Cash,"350,000 EGPnegotiable",شقة للبيع بعين شمس,Ain Shams,
"Electricity Meter,Natural Gas",2,1,105,No,2,For Sale,Apartment,Cash,"860,000 EGP",شقه 105م شبرا عند هبر المنصوره,Boulaq,
"Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,175,No,7,For Sale,Apartment,Cash,"1,900,000 EGP",شقه للبيع فيو مفتوح بحريه سوبر لوكس,Sheraton,
"Balcony,Covered Parking,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,178,No,1,For Sale,Apartment,Cash,"1,610,000 EGP",شقة 178 م للبيع بكمبوند ذا سكوير التجمع ال...,New Cairo - El Tagamoa,The Square
"Security,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,63,,5,For Sale,Apartment,Cash,"270,000 EGP",شقة للبيع,Badr City,
"Balcony,Built in Kitchen Appliances,Private Garden,Central A/C & heating,Security,Covered Parking,Maids Room,Pets Allowed,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",1,1,400,Yes,3,For Sale,Apartment,Cash,"1,100,000 EGPnegotiable",دور ٤٠٠ متر مدينة العبور,Obour City,
Balcony,2,4,156,No,2,For Sale,Apartment,Cash,"1,692,337 EGPnegotiable",للجادين فقط وبدون وسطاء شقة غرفتين ١٥٦ م٢ ...,New Cairo - El Tagamoa,Eastown
"Balcony,Covered Parking,Electricity Meter,Natural Gas,Elevator",3,2,125,No,5,For Sale,Apartment,Cash,"1,150,000 EGP",شقه 125 متر للبيع بدجله المعادى سوبر لوكس ...,Maadi,
"Balcony,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Elevator",3,3,175,No,Ground,For Sale,Apartment,Cash,"2,400,000 EGP",شقه ١٧٥م ساكنه تشطيب سوبر لوكس بكمبوند حيا...,New Cairo - El Tagamoa,Hayati Residence
"Elevator,Water Meter,Security,Electricity Meter",3,2,110,No,8,For Sale,Apartment,Cash,"650,000 EGPnegotiable",شقه للبيع,Helmeyat El Zaytoun,
,2,2,144,No,5,For Sale,Apartment,Cash,"1,480,000 EGP",Taj city without over,Sheraton,Taj City
"Balcony,Security,Electricity Meter,Water Meter,Natural Gas",3,1,96,No,5,For Sale,Apartment,Cash,"550,000 EGPnegotiable",96 متر سوبر لوكس بالتمنميات دور خامس,Nasr City,
"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,135,No,8,For Sale,Apartment,Cash,"700,000 EGPnegotiable",شقه للبيع سوبر لوكس بشارع ذوالفقار على شار...,Helwan,
"Covered Parking,Maids Room,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,178,No,6,For Sale,Apartment,Cash,"1,600,000 EGP",شقة 178 م للبيع بذا سكوير التجمع الخامس مو...,New Cairo - El Tagamoa,The Square
,3,1,125,Yes,3,For Sale,Apartment,Cash,"500,000 EGPnegotiable",شقه للبيع مؤسسة الزكاة عزبة النخل,Ezbet El Nakhl,
"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,136,No,2,For Sale,Apartment,Cash,"1,250,000 EGP",apartment 136 m for sale in the square ver...,New Cairo - El Tagamoa,The Square
Balcony,3,1,185,No,10+,For Sale,Apartment,Cash,"650,000 EGP",شقه 185 متر لقطه في زهراء مدينه نصر تشطيب ...,Nasr City,
"Balcony,Private Garden,Security,Covered Parking,Pets Allowed,Pool,Electricity Meter,Elevator",4,3,250,No,2,For Sale,Apartment,Cash,"3,000,000 EGPnegotiable",فرصه ذهبيه شقه لقطه250متر اقل من سعر السوق...,New Cairo - El Tagamoa,Midtown
"Balcony,Built in Kitchen Appliances,Private Garden,Central A/C & heating,Security,Covered Parking,Maids Room,Pets Allowed,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,210,No,2,For Sale,Apartment,Cash,"2,200,000 EGPnegotiable",شقة للبيع في التجمع الخامس,New Cairo - El Tagamoa,
"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,300,Yes,10,For Sale,Apartment,Cash,"2,700,000 EGPnegotiable",شقه للبيع أمام قصر الطاهرة 300m تطل على ال...,Hadayek al-Kobba,
"Covered Parking,Electricity Meter,Water Meter,Elevator",3,2,192,No,9,For Sale,Apartment,Cash,"400,000 EGP",شقة للبيع بزهراء مدينة نصر,New Cairo - El Tagamoa,
"Balcony,Covered Parking,Private Garden,Electricity Meter,Natural Gas,Landline",2,1,70,No,Ground,For Sale,Apartment,Cash,"500,000 EGPnegotiable",التجمع الاول الشباب الجنوبى فرصة شقة 70م ب...,New Cairo - El Tagamoa,
"Balcony,Security,Electricity Meter",3,2,116,No,4,For Sale,Apartment,Cash,"1,200,000 EGP",شقه للبيع بمدنتي في B11,Madinaty,Madinaty
,2,1,101,No,Ground,For Sale,Apartment,Cash,"385,000 EGP",شقه للبيع -بمدينه15مايو- بمشروع مبارك-بجوا...,15 May City,
"Balcony,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,100,No,3,For Sale,Apartment,Cash,"675,000 EGPnegotiable",للبيع بعمارات النصر بشارع 9 الرئيسي أمام م...,Mokattam,
,2,1,88,No,1,For Sale,Apartment,Cash,"850,000 EGPnegotiable",شقة للبيع,Maadi,
"Landline,Elevator,Water Meter,Electricity Meter,Security,Balcony",2,1,82,No,3,For Sale,Apartment,Cash,"950,000 EGP",شقه ٨٢ م للبيع b7,Madinaty,Madinaty
Private Garden,3,3,235,No,Ground,For Sale,Apartment,Cash,"1,100,000 EGPnegotiable",بيزمنت للبيع بالتجمع الخامس ٢٣٥م + ١٢٠م حد...,New Cairo - El Tagamoa,Not in Compound
"Balcony,Built in Kitchen Appliances,Central A/C & heating,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,120,No,8,For Sale,Apartment,Cash,"7,000,000 EGP",Apartment for sale شقة للبيع,Helmeyat El Zaytoun,
,3,2,175,No,1,For Sale,Apartment,Cash,"1,850,000 EGP",للبيع شقة 175 م بالمثلث الذهبي بكمبوند ستو...,New Cairo - El Tagamoa,Stone Residence
"Balcony,Electricity Meter,Natural Gas",2,1,54,No,5,For Sale,Apartment,Cash,"260,000 EGPnegotiable",شقة للبيع قبل موقف الاتوبيس اخر شارع مدرسة...,Salam City,
"Balcony,Electricity Meter,Landline,Elevator",2,2,115,No,5,For Sale,Apartment,Cash,"795,000 EGPnegotiable",2 bedroom apartment,Katameya,
"Electricity Meter,Water Meter,Natural Gas",2,1,60,No,2,For Sale,Apartment,Cash,"310,000 EGP",شقة 60م للبيع بمدينة الشروق - على الرئيسى ...,Shorouk City,
,4,3,200,,Ground,For Sale,Apartment,Cash,"2,400,000 EGP",اميز شقة 200 م ارضي بحديقة بكمبوند ستون ري...,New Cairo - El Tagamoa,Stone Residence
"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,1,150,Yes,9,For Sale,Apartment,Cash,"900,000 EGP",شقة فى حدائق القبة,Hadayek al-Kobba,
,4,3,220,,2,For Sale,Apartment,Cash,"2,300,000 EGP",شقة 220م بستون ريزيدينس علي حمام السباحة ب...,New Cairo - El Tagamoa,Stone Residence
,3,3,175,,2,For Sale,Apartment,Cash,"1,850,000 EGP",للبيع شقة175 م بالمثلث الذهبي بكمبوند ستون...,New Cairo - El Tagamoa,Stone Residence
,4,3,220,No,2,For Sale,Apartment,Cash,"2,090,000 EGP",stone residence Apartment 220 للبيع 220 م ...,New Cairo - El Tagamoa,Stone Residence
,3,3,175,No,2,For Sale,Apartment,Cash,"1,662,500 EGP",شقة 175م ناصية فيو مميز بستون ريزيدينس الق...,New Cairo - El Tagamoa,Stone Residence
,4,3,220,No,Ground,For Sale,Apartment,Cash,"2,950,000 EGP",شقة 220 م ريسيل بالمثلث الذهبي بتسهيلات عل...,New Cairo - El Tagamoa,Stone Residence
Electricity Meter,2,1,60,No,Ground,For Sale,Apartment,Cash,"120,000 EGP",شقه في المرج القديمه,Marg,
"Balcony,Covered Parking,Pets Allowed,Security,Elevator",3,2,178,No,9,For Sale,Apartment,Cash,"960,000 EGP",شقة للبيع ببرج بحلوان بالقرب من البوابة ال...,Helwan,
