title,location,bedrooms,bathrooms,area,price,compound,location_neighborhood,location_city,Partly_furnished,Security,Balcony,Shared_Gym,Networked,Shared_Pool,View_of_Water,View_of_Landmark,Children's_Play_Area,Barbecue_Area,Covered_Parking,Shared_Spa,Unfurnished,Kitchen_Appliances,Central_A/C,Children's_Pool,Concierge,Built_in_Wardrobes,Lobby_in_Building,Study,Walk-in_Closet,Pets_Allowed,Maid_Service,Private_Garden,Maids_Room,Private_Gym,Private_Jacuzzi,Private_Pool,Furnished
شقة للبيع #جاردنيا_هايتس استلام فوري ارضي مرتفع,"Mohamed Naguib Axis, Abou El Houl, New Cairo City, Cairo",3,2,180,1050000.0,0,Abou El Houl, New Cairo City,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
القاهرة الجديده - التجمع الخامس - جاردنيا هايتس,"New Narges, New Cairo City, Cairo",2,1,118,700000.0,0,New Narges, New Cairo City,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
للبيع شقه رائعه 295 متر فيو و موقع  متميز بالنرجس عمارات,"El Narges Buildings, Al Narges, New Cairo City, Cairo",3,3,295,3500000.0,0,Al Narges, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
استلم فورى فى الاندلس بتقسيط على 40 شهر بدون فوائد,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3,2,155,1100000.0,0,Al Andalus District, New Cairo City,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
بمقدم 10% امتلك شقه 117م متشطبه فى كومبوند سيرانو.,"Serrano, New Capital Compounds, New Capital City, Cairo",4,2,221,2247000.0,1,New Capital Compounds, New Capital City,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0
عرض لمدة شهر  فقط مقدم50.000ج من اجياد هليوبوليس,"Plot 1, Group 22, 2nd District, New Heliopolis, Cairo",3,2,135,715000.0,0,2nd District, New Heliopolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقه للبيع بشيراتون سبرنجز مساكن شيراتون بسعر ممتاز,"Ankara St., Sheraton Al Matar, El Nozha, Cairo",3,3,199,2000000.0,0,Sheraton Al Matar, El Nozha,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
شقة فى مدينتى 261 م2 للبيع كاش,"Madinaty, Cairo",4,4,261,3200000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
للبيع شقه في مدينتي.............,"Madinaty, Cairo",3,2,135,1600000.0,0,Madinaty,Madinaty,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
شقة فى مدينتى 96 م2 بحرى للبيع كاش,"Madinaty, Cairo",3,2,96,1450000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
شقة للبيع فى مدينتى 200 متر البى 1 من اميز المراحل,"Madinaty, Cairo",4,3,200,2800000.0,0,Madinaty,Madinaty,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
استلام  باقل سعر متر 6500  المتر في التجمع الخامس,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3,3,175,1150000.0,0,Al Andalus District, New Cairo City,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
شقة  للبيع في التجمع الخامس في بيت الوطن مساحه 172,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,3,172,1120000.0,0,The 5th Settlement, New Cairo City,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
شقة متميزة بالحي الثاني فيلات بالتجمع الخامس,"Street21, District 2, The 5th Settlement, New Cairo City, Cairo",3,1,185,2700000.0,0,The 5th Settlement, New Cairo City,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
امتلك شقتك180م بأفضل مواقع الشروق بنادي هليوبوليس,"El Nady District, Shorouk City, Cairo",3,3,180,1260000.0,0,El Nady District, Shorouk City,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
للبيع شقه 162م بالرحاب تشطيبات خاصه,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,162,2750000.0,0,Al Rehab, New Cairo City,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة 145م في هايد بارك التجمع الخامس استلام فوري,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,145,1405300.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
شقة 185م بمدينة الشروق استلام فوري بالتقسيط,"4th Neighborhood, 1st Area, Shorouk City, Cairo",3,3,185,962000.0,0,1st Area, Shorouk City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة للبيع ٢٠٥م تشطيب كامل بالنرجس عمارات,"El Narges Buildings, Al Narges, New Cairo City, Cairo",3,2,205,2700000.0,0,Al Narges, New Cairo City,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
فى اجمل مواقع الشويفات امام مشروع صبور مباشرة,"Al Shouyfat St., District 1, The 5th Settlement, New Cairo City, Cairo",3,2,195,2990000.0,0,The 5th Settlement, New Cairo City,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
شقة  مدينة الرحاب مرحلة االخامسة 224م فيو بنوراما,"Othmman Ibn Affan St., Rehab City Fifth Phase, Al Rehab, New Cairo City, Cairo",3,3,224,3250000.0,0,Al Rehab, New Cairo City,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
للبيع ف مدينتي موقع مميز جدا فيو مفتوح 139م,"Madinaty, Cairo",3,2,139,1680000.0,0,Madinaty,Madinaty,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
شقة للبيع بمدينة الرحاب المرحلة التاسعة,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",2,1,99,1650000.0,0,Al Rehab, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
أرضي للبيع بمدينتي نموزج(600)+حديقه60متر,"Madinaty, Cairo",4,3,265,3400000.0,0,Madinaty,Madinaty,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
شقة لقطة للبيع ١٣١م بي6 فيو وايت جاردن بسعر تجاري,"Madinaty, Cairo",3,2,131,1450000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
شقة فندقية للبيع بموقع متميز  الزمالك,"Mohamed Mazhar St., Zamalek, Cairo",3,3,220,6500000.0,0,Mohamed Mazhar St., Zamalek,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1
شقة ١٢٦م بكومبوند لؤلؤة الشروق امام نادي هليوبوليس,"Loaloat Al Shorouk, 3rd District West, Shorouk City, Cairo",2,2,126,1000000.0,0,3rd District West, Shorouk City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
للبيع شقه 155 م بحديقه الرحاب 2,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,155,2500000.0,0,Al Rehab, New Cairo City,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
شقق للبيع في كمبوند بالقرب من الجامعة الامريكية,"The Icon Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,165,170000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0
شقة او فيلا للبيع متشطبة بالعاصمة الادارية,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",3,3,200,1370000.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
شقةمتشطبةللبيع امام مستشفي منشية البكري,"Mansheyat Al Bakri, Cairo",2,1,85,850000.0,0,Mansheyat Al Bakri,Mansheyat Al Bakri,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة في جسر السويس 170 متر قريبة من مصر الجديدة,"Gesr Al Suez St., El Nozha El Gadida, El Nozha, Cairo",2,1,170,670000.0,0,El Nozha El Gadida, El Nozha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
مكتب فخم مفروش ومجدهز بالكامل للبيع بعمارات العبور,"Al Orouba St., El Estad, Nasr City, Cairo",3,1,138,1300000.0,0,El Estad, Nasr City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
حي اللوتس . دور ثاني. اصانصير. عداد كهرباء,"South Lotus, El Lotus, New Cairo City, Cairo",2,1,110,880000.0,0,El Lotus, New Cairo City,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة في النرجس التجمع الخامس متشطبة بالكامل       .,"Abu Talha Elansary St., Al Narges 6, Al Narges, New Cairo City, Cairo",3,3,210,2700000.0,0,Al Narges, New Cairo City,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
فرصة شقه مميزة ل البيع ف مدينتى B8,"Madinaty, Cairo",3,2,148,2000000.0,0,Madinaty,Madinaty,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
شقة 166م -كاملة التشطيب - زد اايست التجمع الخامس,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,166,3900000.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
للبيع شقه رائعه بارقى مناطق المقطم كاملة التشطيب الفاخر,"Al Mokattam St., Al Abageyah, El Khalifa, Cairo",4,3,372,4272000.0,0,Al Abageyah, El Khalifa,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0
شقه لقطه بالمعادي للاستلام الفوري والتقسيط,"Crystal Plaza, Zahraa El Maadi, Hay El Maadi, Cairo",2,1,110,1298000.0,0,Zahraa El Maadi, Hay El Maadi,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
لمدة شهر مقدم 50.000ج وقسط 3500ج من اجياد,"Plot 1, Group 22, 2nd District, New Heliopolis, Cairo",3,2,140,728000.0,0,2nd District, New Heliopolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة 165 م للبيع في كمبوند سراي,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,2,165,1750000.0,1,Mostakbal City Compounds, Mostakbal City - Future City,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
شقة 190م بخصم 9% واقساط 9 سنين بالعاصمة الادارية,"Armonia, New Capital Compounds, New Capital City, Cairo",4,3,191,1970000.0,1,New Capital Compounds, New Capital City,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
شقة 107 م بالعاصمة الادارية مقدم 9% وخصم 9%,"Armonia, New Capital Compounds, New Capital City, Cairo",2,2,107,1300000.0,1,New Capital Compounds, New Capital City,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
شقة رائعة جدا 210 م للبيع في موقع مميز جدا الزمالك,"Ahmed Heshmat St., Zamalek, Cairo",2,3,210,6500000.0,0,Ahmed Heshmat St., Zamalek,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
كومباوند capital gardens القاهره الجديده,"Capital Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,192,2600000.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
امتلك شقتك فورا بلتقسيط علي 24 شهر بمدينه الشروق,"6th Area East, Shorouk City, Cairo",3,3,181,960000.0,0,6th Area East, Shorouk City,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
استلام فورى شقتك او فيلا بنتهاوس تشطيب علي8 سنوات,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,150,2800000.0,0,North Investors Area, New Cairo City,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
شقه مستويين 280م للبيع عمارات 777 ارض الجولف م.نصر,"Al Nozha St., Ard El Golf, Heliopolis - Masr El Gedida, Cairo",4,3,280,3150000.0,0,Ard El Golf, Heliopolis - Masr El Gedida,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
باقل سعر للمتر في العاصمه 7750بالاضافه لخصم وهدايا,"Town Gate, New Capital Compounds, New Capital City, Cairo",4,3,220,255750.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0
Apartment for sale at a prime location in Zamalek,"Al Mansour Mohamed St., Zamalek, Cairo",3,2,185,3500000.0,0,Al Mansour Mohamed St., Zamalek,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0
شقه بأميز مواقع ش كليوبترا،الكربه،الإتحاديه......,"Cleopatra St., El Korba, Heliopolis - Masr El Gedida, Cairo",4,3,350,5260000.0,0,El Korba, Heliopolis - Masr El Gedida,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
لقطه للبيع في مدينتي شقه 96م بمقدم وباقي اقساط,"Madinaty, Cairo",2,1,96,1000000.0,0,Madinaty,Madinaty,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
بسعر تجاري جدا شقة نموذج 700 ،B1,"Madinaty, Cairo",4,4,320,4000000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
عروض سيتي سكيبPALM HILLS NEW CAIRO  وقسط 7.5 سنوات,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,150,2588400.0,1,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
امتلك  شقة في SILA بدون مقدم علي 10 سنين بالبوسكو,"IL Bosco City, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",1,2,92,1120000.0,1,Mostakbal City Compounds, Mostakbal City - Future City,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
بمقدم 50 الف عرض العيد  شقة 135م من اجياد,"Plot 9, Group 11, 1st District, New Heliopolis, Cairo",2,1,135,715000.0,0,1st District, New Heliopolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
امتلك وحدتك بمقدم 10% بمشروع جنوب بالعاصمة الإدارية,"Jnoub, New Capital Compounds, New Capital City, Cairo",4,3,168,2171000.0,1,New Capital Compounds, New Capital City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
بدون مقدم شقتكTHE VUESبBLOOMFIELDSمستقبل ع10 سنوات,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,3,135,1790000.0,1,Mostakbal City Compounds, Mostakbal City - Future City,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
شقه 125 م للبيع على التسعين امام مومن وبشار,"El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",2,1,125,1350000.0,0,El Banafseg, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
بشارع الحجاز مصر الجديدة شقة 470 متر سوبر لوكس   .,"Al Hegaz St., El Mahkama Square, Heliopolis - Masr El Gedida, Cairo",5,4,470,5700000.0,0,El Mahkama Square, Heliopolis - Masr El Gedida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقه مميزة جدا للبيع في مدينتي 116 م,"Madinaty, Cairo",3,2,116,1300000.0,0,Madinaty,Madinaty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
تملك شقه 156 في العاصمه الاداريه بخصم يصل ال 25%,"Anakaji, New Capital Compounds, New Capital City, Cairo",3,1,160,1768770.0,1,New Capital Compounds, New Capital City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
للبيع شقه١٧٠م بالقرب من صلاح سالم.وبجوار النساجون,"Kamal Al Din Hussein St., Sheraton Al Matar, El Nozha, Cairo",2,2,1700000,1700000.0,0,Sheraton Al Matar, El Nozha,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
ريفيرا التجمع الخامس شقتك سوبر لوكس! بمقدم بسيط,"Riviera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,190,1444000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
شقة 139م كاملة التشطيب مشروع زيد ايست التجمع 5,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,139,3200000.0,1,The 5th Settlement, New Cairo City,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
لفترة محدودة من مصر المقاصة خصم يصل لـ20% بالعاصمة,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,2,145,1360000.0,1,New Capital Compounds, New Capital City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقتك بالمربع الذهبى بالتجمع الخامس بقسط على20  سنة,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",2,1,125,1734000.0,0,South Investors Area, New Cairo City,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
وحدتك بجوار ارض المعارض بالعاصمة بتقسيط حتى 12 سنة,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,2,154,1742000.0,1,New Capital Compounds, New Capital City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقتك بافضل سعر  للمتر  فى  قلب  العاصمة  الادارية,"Green Avenue, New Capital Compounds, New Capital City, Cairo",3,2,180,1980000.0,1,New Capital Compounds, New Capital City,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
لفترة محدودة بالتقسيط يصل لـ20عام فى التجمع الخامس,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",2,1,125,1734000.0,0,South Investors Area, New Cairo City,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
شقة استلام فورى للبيع في النرجس2 – التجمع الخامس,"Al Narges 2, Al Narges, New Cairo City, Cairo",4,3,208,2450000.0,0,Al Narges, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة للبيع فى مدينتى نموذج 600 بالفرش والاجهزة,"Madinaty, Cairo",4,4,265,3600000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
القاهره مدينة نصر مكرم عبيد المربع الذهبى,"Makram Ebeid St., 6th Zone, Nasr City, Cairo",4,2,235,2000000.0,0,6th Zone, Nasr City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
امتلك شقتك في اميز قطعة R7  في العاصمة بالتقسيط,"Catalan, New Capital Compounds, New Capital City, Cairo",3,2,200,160000.0,1,New Capital Compounds, New Capital City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقه للبيع بأروع فيو في مدينتي,"Madinaty, Cairo",3,2,116,1400000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL Katameya Plaza / 154 SQM    / Fully Finished /,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",2,3,154,3000000.0,0,The 1st Settlement, New Cairo City,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
بمدينتى شقة 175م أول سكن موقع متميز ناصية بسعر مغرى وبالنادى خالصه Flat In Madinty 175m With Club,"Madinaty, Cairo",3,3,175,2100000.0,0,Madinaty,Madinaty,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
شقة ١٤٠ متر سوبر لوكس الشروق بجوارالجامعة الفرنسية,"Street 41, Neighborhood D, 2nd District West, Shorouk City, Cairo",3,1,140,750000.0,0,2nd District West, Shorouk City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
للبيع مدينتي B8 شقة مساحة كبيرة 327 متر فيو مفتووح,"Madinaty, Cairo",3,3,327,4210000.0,0,Madinaty,Madinaty,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
التجمع الخامس - بيت الوطن - الحى الثالث,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,1,210,1400000.0,0,The 5th Settlement, New Cairo City,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
شقة فاخرة للبيع فى مدينتي 116م,"Madinaty, Cairo",3,2,116,1550000.0,0,Madinaty,Madinaty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
مدينة الشروق الجديده المنطقه السابعه  مجاوره 3,"3rd Neighborhood, 7th Area, Shorouk City, Cairo",3,3,222,1300000.0,0,7th Area, Shorouk City,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
روف للبيع  فيو جاردن في فيلات القرنفل,"El Koronfel, The 5th Settlement, New Cairo City, Cairo",2,2,370,1600000.0,0,The 5th Settlement, New Cairo City,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
شقة للبيع فى مدينتى 144 متر باقل من سعر السوق,"Madinaty, Cairo",3,1,144,1250000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
شقه 196م تمليك بالفرش مدينة الرحاب المرحلة الخامسة,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,196,3900000.0,0,Al Rehab, New Cairo City,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
شقة للبيع بموقع ابوالفداء  مميزة الزمالك,"Abou Al Feda St., Zamalek, Cairo",3,3,250,7000000.0,0,Abou Al Feda St., Zamalek,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
لبيع شقه بكمبوندا كتالان بالعاصمه الاداريه,"Catalan, New Capital Compounds, New Capital City, Cairo",2,2,115,1035000.0,1,New Capital Compounds, New Capital City,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
شقة لقطه فى مدينتى B 10 فرصة لن تتكرر,"Madinaty, Cairo",2,1,92,1250000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
للبيع 182م بكمبوند المصراوية بشارع التسعين الرئيسي,"Al masrawya, South Investors Area, New Cairo City, Cairo",3,2,182,2200000.0,0,South Investors Area, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة للبيع كاش - مساكن شيراتون هيليوبوليس - ١٢٠ م٢ بفيو متميز لحديقتين,"Masaken Sheraton, Sheraton Al Matar, El Nozha, Cairo",3,2,120,1400000.0,0,Sheraton Al Matar, El Nozha,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة فى مدينتى 82 م2 غربي وقبلي للبيع كاش,"Madinaty, Cairo",2,1,82,820000.0,0,Madinaty,Madinaty,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
شقة بالشويفات واحدة من ارقى الاحياء بالتجمع الخامس,"Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,300,4500000.0,1,The 5th Settlement, New Cairo City,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
شقة بالحي 2 بيت الوطن - تاني نمرة من شارع التسعين,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,2,180,1200000.0,0,The 5th Settlement, New Cairo City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
