title,price,location,property_type,bedrooms,bathrooms,area,amenities,creattion_date
شقة للبيع في مدينتي بسعرمميز متشطبة              .,"
          840,000
              EGP  ","Madinaty, Cairo",Apartment,2 ,1 ,70 sqm,"['Unfurnished', 'Security', 'Balcony', 'Shared Pool', 'Pets Allowed', 'Shared Spa']",Listed:10 days ago
اخر شقة 3 غرف بقسط شهرى 12400 فقط بجاردن  بالعاصمة,"
          1,600,000
              EGP  ","De Joya, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,2 ,150 sqm,[],Listed:11 days ago
القاهره الجديده مدينتي المرحله السابعه,"
          950,000
              EGP  ","Madinaty, Cairo",Apartment,2 ,1 ,82 sqm,"['Unfurnished', 'Security', 'Maid Service', 'Balcony', 'Pets Allowed', 'Covered Parking', 'Shared Spa']",Listed:11 days ago
شقه للبيع بسعر لقطه  بالرحاب المرحله الخامسة,"
          1,250,000
              EGP  ","Othmman Ibn Affan St., Rehab City Fifth Phase, Al Rehab, New Cairo City, Cairo",Apartment,2 ,1 ,90 sqm,"['Unfurnished', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:11 days ago
للبيع شقة في كمبوند سما القاهرة بالمعادي,"
          1,300,000
              EGP  ","Ring Road, Zahraa El Maadi, Hay El Maadi, Cairo",Apartment,3 ,3 ,173 sqm,[],Listed:12 days ago
امتلك شقة فندقيه برفاهية الفنادق فقط بريفان عاصمه,"
          2,026,000
              EGP  ","Rivan, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,133 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Concierge', 'Maid Service', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:9 days ago
شقة 155م فى كمبوند امام حى السفارات مباشرة,"
          1,560,000
              EGP  ","De Joya, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,2 ,155 sqm,[],Listed:8 days ago
شقتك علي النهر الاخضر في كمبوند الحي الاسباني,"
          1,800,000
              EGP  ","La Verde, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,156 sqm,[],Listed:8 days ago
الشقه بالتكييفات والمطابخ متشطبه الترا سوبر لوكس,"
          8,050,000
              EGP  ","Fountain Side, Uptown Cairo, Mokattam, Cairo",Apartment,3 ,3 ,161 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Private Jacuzzi', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Private Gym', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Private Pool', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:8 days ago
شقة للبيع استلام و تسهيلات علي 10 سنوات بكمبوند سراى,"
          100,000
              EGP  ","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,2 ,1 ,128 sqm,"['Unfurnished', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Shared Gym', 'Maids Room', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:7 days ago
اول مشروع فندقى فى العاصمة  ريفان Rivan new capita,"
          1,050,000
              EGP  ","Rivan, New Capital Compounds, New Capital City, Cairo",Apartment,1 ,1 ,75 sqm,"['Furnished', 'Kitchen Appliances', 'Central A/C', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Private Gym', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Private Pool', 'Shared Pool', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:12 days ago
امتلك شقة فندقيه برفاهية الفنادق فقط بريفان عاصمه,"
          2,026,000
              EGP  ","Rivan, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,133 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Concierge', 'Maid Service', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:9 days ago
شقه للبيع بمدينتي بالتقسيط148م باجمل المراحل جاردن,"
          1,750,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,145 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Maid Service', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Shared Pool', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:11 days ago
للبيع شقه بمدينتي بحديقه خاصة أقل من سعرها,"
          1,550,000
              EGP  ","Madinaty, Cairo",Apartment,2 ,1 ,106 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Security', 'Private Garden', 'Concierge', 'Maid Service', 'Shared Gym', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:11 days ago
شقة للبيع بمدينتي أرضي بحديقه  فيو وايد جاردن بحري,"
          1,500,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,103 sqm,"['Unfurnished', 'Kitchen Appliances', 'Private Garden', 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:11 days ago
للبيع 162م بيها بعض التشطيبات موقع ممتازز سعر لقطه,"
          2,100,000
              EGP  ","El Rehab Extension, Al Rehab, New Cairo City, Cairo",Apartment,3 ,3 ,162 sqm,"['Unfurnished', 'Security', 'Balcony', 'Covered Parking']",Listed:12 days ago
امتلك شقتك ف ذا لوفت بدون مقدم وقسط ع7سنوات بخصم5%,"
          2,789,000
              EGP  ","The Loft, New Capital Compounds, New Capital City, Cairo",Apartment,1 ,1 ,257 sqm,"['Unfurnished', 'Central A/C', 'Private Jacuzzi', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Networked', 'Private Pool', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:13 days ago
شقة فى البنفسج عمارات تشطيب اول ساكن 3 غرف,"
          1,620,000
              EGP  ","El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",Apartment,3 ,2 ,149 sqm,"['Unfurnished', 'Balcony', 'Pets Allowed']",Listed:13 days ago
فرصه شقة 151 م بيع في مدينتي بأقل من سعرها الاصلي,"
          2,470,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,151 sqm,"['Unfurnished', 'Security', 'Balcony', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'Shared Spa']",Listed:10 days ago
شقة للبيع ارضى التجمع الخامس كمبوند هايد بارك القا,"
          2,800,000
              EGP  ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,173 sqm,"['Unfurnished', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Private Gym', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:12 days ago
بأقل سعر لشقه 131م بفيو وايد جاردن بمدينتى اول سكن,"
          1,450,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,131 sqm,"['Unfurnished', 'Security', 'Maid Service', 'Lobby in Building', 'Balcony', 'Networked', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:14 days ago
فيلا 600م بكمبوند هايد بارك بتقسيط على 4 سنين,"
          10,400,000
              EGP  ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,4 ,4 ,600 sqm,"['Unfurnished', 'Security', 'Private Garden', ""Children's Pool"", 'Shared Gym', 'Maids Room', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:15 days ago
امتلك شقتك فورى بالتجمع الخامس بمقدم 20% فقط,"
          2,556,400
              EGP  ","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",Apartment,2 ,2 ,125 sqm,"['Unfurnished', 'Security', 'Concierge', 'Balcony', 'Private Gym', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'View of Water', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:15 days ago
شقة للبيع فى مدينتى 165متر بمقدم 905 الف فيو جاردن,"
          905,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,3 ,165 sqm,"['Unfurnished', 'Security', 'Balcony', 'Pets Allowed', 'View of Landmark']",Listed:8 days ago
210م فيو جاردن امامي وخلفي بحري صرف دور ثالث,"
          3,150,000
              EGP  ","El Rehab Extension, Al Rehab, New Cairo City, Cairo",Apartment,3 ,3 ,210 sqm,"['Unfurnished', 'Security', 'Balcony', 'Pets Allowed']",Listed:7 days ago
اسكن بارقي كمبوند بالعاصمة بارخص سعر متر فيR7,"
          1,552,500
              EGP  ","R7, New Capital City, Cairo",Apartment,4 ,3 ,200 sqm,"['Unfurnished', 'Security', 'Concierge', 'Maid Service', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Study', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:7 days ago
امتلك وحدتك بافضل مراحل B2بمقدم واقساط,"
          675,000
              EGP  ","Madinaty, Cairo",Apartment,2 ,1 ,106 sqm,[],Listed:7 days ago
شقة للبيع بموقع مميز بالرحاب 131م الطابق الثاني,"
          1,750,000
              EGP  ","El Rehab Extension, Al Rehab, New Cairo City, Cairo",Apartment,3 ,2 ,131 sqm,"['Unfurnished', 'Security', 'Concierge', 'Maid Service', 'Balcony', ""Children's Play Area"", 'Covered Parking']",Listed:8 days ago
‎شقة للبيع 130 متر التجمع الخامس تشطيب كامل,"
          3,120,000
              EGP  ","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,130 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Concierge', 'Maid Service', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Shared Spa']",Listed:8 days ago
شقة 225م2 بالرحاب 2،المرحله السابعه،بحري /لاندسكيب,"
          3,300,000
              EGP  ","El Rehab Extension, Al Rehab, New Cairo City, Cairo",Apartment,3 ,3 ,225 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Lobby in Building', 'Balcony', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area""]",Listed:8 days ago
شقة للبيع بمدينتى  بحرى على جاردن بجوار الخدمات.,"
          1,175,000
              EGP  ","Madinaty, Cairo",Apartment,2 ,1 ,106 sqm,"['Unfurnished', 'Security', 'Balcony', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'Covered Parking', 'Shared Spa']",Listed:9 days ago
اكبر شقه في مدينتي للبيع تشطيب فندقي بأرقي المرحل,"
          5,000,000
              EGP  ","Madinaty, Cairo",Apartment,4 ,4 ,320 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Private Jacuzzi', 'Security', 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Maids Room', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:14 days ago
القاهره الجديده مدينتي المرحله السادسه,"
          1,400,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,124 sqm,"['Unfurnished', 'Security', 'Maid Service', 'Balcony', 'Pets Allowed', ""Children's Play Area"", 'Shared Spa']",Listed:10 days ago
شقة للبيع فى الزمالك املم كلية تربية فنية,"
          4,000,000
              EGP  ","Shagaret Al Dor St., Zamalek, Cairo",Apartment,2 ,2 ,198 sqm,[],Listed:13 days ago
شقه للبيع بمدينتي فيو السنترال بارك 200م باقل اوفر,"
          1,980,000
              EGP  ","Madinaty, Cairo",Apartment,4 ,3 ,200 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', 'View of Water', ""Children's Play Area"", 'Barbecue Area']",Listed:9 days ago
شقه للبيع بمدينتي ارقي المراحل غرفتين اول سكن B10,"
          850,000
              EGP  ","Madinaty, Cairo",Apartment,2 ,1 ,78 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:9 days ago
افضل موقع عالبحيرات شقه بكمبوند متشطبه 220متر 4غرف,"
          2,774,000
              EGP  ","Town Gate, New Capital Compounds, New Capital City, Cairo",Apartment,4 ,3 ,220 sqm,"['Unfurnished', 'Security', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:13 days ago
شقه 155م للبيع تشطيب كامل بكمبوند تاون جيت العاصمه,"
          1,934,500
              EGP  ","Town Gate, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,2 ,155 sqm,"['Unfurnished', 'Security', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:13 days ago
مدينتى القاهره الجديده المنطقه السابعه,"
          1,150,000
              EGP  ","Madinaty, Cairo",Apartment,2 ,2 ,96 sqm,"['Unfurnished', 'Security', 'Concierge', 'Maid Service', 'Balcony', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:9 days ago
شقة لقططططططة اقل اوفر شقة مميزة بماونتن فيو,"
          1,530,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,133 sqm,[],Listed:9 days ago
شقة للبيع استلام فوري في التجمع الخامس,"
          1,634,000
              EGP  ","V90, North Teseen St., The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,1 ,165 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Built in Wardrobes', 'Balcony', 'Networked']",Listed:9 days ago
155 فيو السوق والخدمات بجوار الفودكورت بسعرتجاري,"
          1,750,000
              EGP  ","Al Tirmizi St., Rehab City Second Phase, Al Rehab, New Cairo City, Cairo",Apartment,3 ,3 ,155 sqm,"['Unfurnished', 'Security', 'Balcony', 'Pets Allowed']",Listed:8 days ago
القاهره الجديده مدينتي المرحله السادسه,"
          1,400,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,124 sqm,"['Unfurnished', 'Security', 'Maid Service', 'Balcony', 'Pets Allowed', ""Children's Play Area"", 'Shared Spa']",Listed:10 days ago
ارخص شقه بمدينتي للبيع 165م الترا مودرن فيو جاردن,"
          1,800,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,3 ,165 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:10 days ago
175م سوبر لوكس المربع الذهبي من المالك مباشرة,"
          1,800,000
              EGP  ","Hafez Ramadan St., 6th Zone, Nasr City, Cairo",Apartment,3 ,2 ,175 sqm,[],Listed:8 days ago
شقة ١٣٣م ماونتن فيو هايد بارك موقع مميز بحري,"
          1,530,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,133 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Private Jacuzzi', 'Security', 'Private Garden', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Private Gym', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'Private Pool', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:8 days ago
لهواة التميز شقة للبيع بالرحاب 225 مترجاردن فيو,"
          3,400,000
              EGP  ","El Rehab Extension, Al Rehab, New Cairo City, Cairo",Apartment,3 ,3 ,225 sqm,"['Unfurnished', 'Security', 'Balcony', 'Pets Allowed', 'Covered Parking', 'Shared Spa']",Listed:7 days ago
شقه فى مدينتى 114م فى B11 بسعر مميز جدآ,"
          1,250,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,1 ,114 sqm,"['Unfurnished', 'Kitchen Appliances', 'Security', ""Children's Pool"", 'Concierge', 'Maid Service', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Networked', 'Shared Pool', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:10 days ago
new cairo| town house| 3Bedroom,"
          4,500,000
              EGP  ","Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,380 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Balcony', 'Shared Gym', 'Maids Room', 'Study', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:1 month ago
Installments Apt For Sale In Mountain View I City,"
          2,050,000
              EGP  ","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,165 sqm,"['Unfurnished', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Study', 'Walk-in Closet', 'Networked', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:1 month ago
Apartment 140m at new capital Midtown sky176400D.P,"
          176,400
              EGP  ","Midtown Sky, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,140 sqm,"['Unfurnished', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Shared Pool', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 month ago
Apartment 168m for sale in Akoya New Cairo,"
          2,035,440
              EGP  ","Akoya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,168 sqm,"['Unfurnished', 'Security', 'Concierge', 'Balcony', 'Pets Allowed']",Listed:1 month ago
Apartment immediate delivery For Sale At Eastown,"
          2,950,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,154 sqm,"['Unfurnished', 'Security', 'Balcony', 'Pets Allowed', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:1 month ago
111m Apartment +Garden in Taj City in Installments,"
          1,650,000
              EGP  ","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,1 ,111 sqm,"['Unfurnished', 'Security', 'Private Garden', 'Pets Allowed', 'View of Landmark']",Listed:1 month ago
nice big flat penthouse 550m with terrace for sale,"
          6,500,000
              EGP  ","Sarayat Al Maadi, Hay El Maadi, Cairo",Apartment,5 ,4 ,550 sqm,"['Partly furnished', 'Security', 'Concierge', 'Maid Service', 'Balcony', 'Maids Room', 'Study', 'Walk-in Closet', 'Networked', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:1 month ago
Apartment for Sale in Midtown 185M2,"
          2,200,000
              EGP  ","Midtown, South Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,185 sqm,"['Unfurnished', 'Security', 'Balcony', ""Children's Play Area"", 'Barbecue Area']",Listed:1 month ago
Amazing Location | Full Lake View | NEXT TO PARK,"
          2,850,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,275 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Balcony', 'Shared Gym', 'Maids Room', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:1 month ago
Apartment 10 Years Installment in Il Bosco City,"
          1,300,000
              EGP  ","IL Bosco City, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,2 ,2 ,108 sqm,"['Unfurnished', 'Kitchen Appliances', 'Central A/C', 'Security', ""Children's Pool"", 'Concierge', 'Built in Wardrobes', 'Lobby in Building', 'Balcony', 'Shared Gym', 'Study', 'Walk-in Closet', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking', 'Shared Spa']",Listed:1 month ago
"Apartment ground floor with garden  sale ,Galleria","
          1,980,000
              EGP  ","Galleria Residences, South Investors Area, New Cairo City, Cairo",Apartment,3 ,2 ,185 sqm,"['Unfurnished', 'Private Garden', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:1 month ago
Apartment for Sale in Eastown Sodic,"
          4,000,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,189 sqm,"['Unfurnished', 'Security', 'Maid Service', 'Balcony', 'Shared Gym', 'Study', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Water', 'View of Landmark', ""Children's Play Area"", 'Covered Parking', 'Shared Spa']",Listed:1 month ago
Apt. for sale behind HSBSC Bank 1 min from kornish,"
          320,000
              EGP  ","Cornish El Nile St., Maadi, Hay El Maadi, Cairo",Apartment,2 ,2 ,110 sqm,[],Listed:23 days ago
Apartment 163 SQ.M in LE CILE  New Capital city,"
          1,385,500
              EGP  ","R7, New Capital City, Cairo",Apartment,3 ,2 ,163 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Lobby in Building', 'Balcony', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Covered Parking']",Listed:28 days ago
Apartment for sale in Katameya Gardens,"
          2,300,000
              EGP  ","Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,185 sqm,"['Unfurnished', 'Security', 'Balcony', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area']",Listed:1 month ago
Apartment For Sale Compound Asala,"
          2,300,000
              EGP  ","Asala, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,195 sqm,"['Unfurnished', 'Balcony', 'Walk-in Closet', 'Networked', 'Pets Allowed', ""Children's Play Area"", 'Barbecue Area', 'Covered Parking']",Listed:1 month ago
Apartment For Sale Mountain View Hyde Park,"
          2,750,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,274 sqm,"['Unfurnished', 'Security', 'Walk-in Closet', 'Networked', 'Pets Allowed', ""Children's Play Area"", 'Barbecue Area']",Listed:1 month ago
Apartment in Hyde Park 146 M location center ville,"
          1,475,000
              EGP  ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,146 sqm,"['Unfurnished', 'Security', 'Concierge', 'Lobby in Building', 'Balcony', 'Networked', 'Pets Allowed', 'View of Landmark']",Listed:29 days ago
Apartment For sale in Village Gardens Katameya,"
          1,900,000
              EGP  ","Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,170 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Shared Gym', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:1 month ago
Fully Finished 3 Bedrooms Apartment in El Patio 7,"
          3,100,000
              EGP  ","El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,148 sqm,"['Unfurnished', 'Security', 'Balcony', 'Pets Allowed', 'Covered Parking']",Listed:1 month ago
Apartment for Sale in Midtown 225M2,"
          2,450,000
              EGP  ","Midtown, South Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,225 sqm,"['Unfurnished', 'Security', 'Balcony', 'Pets Allowed', 'Barbecue Area', 'Shared Spa']",Listed:29 days ago
شقة للبيع 130م بمدينة نصر بجوار التأمين الصحى,"
          800,000
              EGP  ","Youssef Abbas St., El Estad, Nasr City, Cairo",Apartment,2 ,1 ,130 sqm,[],Listed:1 month ago
Apartment+installments+Prime Location in Lake View,"
          3,640,000
              EGP  ","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,215 sqm,"['Unfurnished', 'Security', ""Children's Pool"", 'Balcony', 'Shared Gym', 'Maids Room', 'Walk-in Closet', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Barbecue Area', 'Shared Spa']",Listed:1 month ago
Apartment 225m with Prime Location in Midtown,"
          3,000,000
              EGP  ","Midtown, South Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,225 sqm,"['Unfurnished', 'Maid Service', 'Balcony', 'Networked', 'Barbecue Area', 'Covered Parking']",Listed:1 month ago
"Apartment for sale, Makram Ebeid, Nasr Cityز","
          1,550,000
              EGP  ","Moez Al Dawla St., 6th Zone, Nasr City, Cairo",Apartment,3 ,2 ,170 sqm,"['Unfurnished', 'Lobby in Building', 'Balcony', 'View of Landmark']",Listed:1 month ago
Apartment for Sale in Eastown Sodic Prime Location,"
          2,100,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,127 sqm,"['Unfurnished', 'Security', 'Maid Service', 'Balcony', 'Shared Gym', 'Study', 'Networked', 'Shared Pool', 'Pets Allowed', 'View of Landmark', ""Children's Play Area"", 'Covered Parking', 'Shared Spa']",Listed:1 month ago
